date,uClose,uOpen,uHigh,uLow,uVolume,close,open,high,low,volume,change,changePercent,label,changeOverTime
2016-06-24,45.98,46,48.86,45.3,1613519,46.87,47,48.26,45.51,1578697,-3.85,-7.9973,"Jun 24, 16",0.226257
2016-06-27,42.91,45.95,47.31,43.02,549393,42.97,46.78,46.71,43.11,556748,-3.36,-7.3819,"Jun 27, 16",0.13193
2016-06-28,43.8,43.8,44.55,42.9,397984,43.8,42.6,46.1,43.7,407564,0.74,1.707,"Jun 28, 16",0.155696
2016-06-29,45.02,44.64,45.09,43,427724,45.72,43.5,44.33,43,432840,1.68,3.8559,"Jun 29, 16",0.198855
2016-06-30,44.24,46,45.31,43.88,347729,45.41,44,45.82,44.91,342857,-0.6,-1.382,"Jun 30, 16",0.178861
2016-07-01,44.04,44.4,44.6,43.7,242507,43.91,45.1,44.62,45.4,237927,0,0,"Jul 1, 16",0.177908
2016-07-05,43.57,43.73,44.31,43.07,150607,44.41,44.15,45.16,43.49,147536,-0.94,-2.1811,"Jul 5, 16",0.15642
2016-07-06,43.73,44.21,44.27,41.73,189497,44.59,42.46,43.97,42.3,193368,0.35,0.83,"Jul 6, 16",0.165499
2016-07-07,45.04,44.19,44.67,43.66,227865,45.63,44.97,44.99,43.65,228831,1.07,2.4347,"Jul 7, 16",0.197827
2016-07-08,48.28,45.4,47,45.36,307037,46.72,46.29,47.19,44.68,295506,2.45,5.636,"Jul 8, 16",0.264741
2016-07-11,50.78,48.53,50.28,47.45,485549,50.82,47.67,50.84,46.12,482386,2.51,5.3818,"Jul 11, 16",0.328071
2016-07-12,50.79,51.42,51.71,49.29,612162,51.63,49.47,53.18,50.54,631258,1.44,2.9333,"Jul 12, 16",0.37844
2016-07-13,51.54,50.84,53.11,51.15,316811,50.12,51.07,51.1,51.29,324968,-0.97,-1.979,"Jul 13, 16",0.33935
2016-07-14,52.7,50.69,53.36,51.72,633559,53.74,52.76,52.35,51.22,639266,2.54,5.2134,"Jul 14, 16",0.405532
2016-07-15,51.58,51.31,52.5,51.1,231586,53.25,52.68,53.78,51.9,226316,-0.24,-0.4791,"Jul 15, 16",0.398021
2016-07-18,51.85,53.4,54.3,53.2,213970,51.9,52.61,53.54,52.6,208906,0.25,0.4889,"Jul 18, 16",0.406132
2016-07-19,53.19,53.91,55.5,53.6,287947,53.39,53.59,54.14,52.34,286088,-0.69,-1.3617,"Jul 19, 16",0.398764
2016-07-20,52.8,53.25,54.44,51.84,334814,53.1,52.31,55.55,52.74,327979,1.78,3.5184,"Jul 20, 16",0.45252
2016-07-21,51.24,55.15,54.06,51.62,272119,53.59,54.45,55.48,52.33,282206,-1.7,-3.0872,"Jul 21, 16",0.40269
2016-07-22,54,52.2,52.98,52.54,158091,54.68,53.47,53,52.19,155621,1.41,2.7483,"Jul 22, 16",0.426757
2016-07-25,54.9,53.41,54.41,53.85,217508,53.4,54.76,55.36,54.45,217370,0.69,1.3214,"Jul 25, 16",0.446198
2016-07-26,54.19,53.82,56.39,52.69,173907,53.76,53.48,55.75,52.41,177881,-0.37,-0.7036,"Jul 26, 16",0.448051
2016-07-27,52.17,55.1,54.4,52.57,313709,52.08,55.65,54.24,53.67,312688,-1.1,-2.1532,"Jul 27, 16",0.40576
2016-07-28,54.58,53,54.4,53.18,458189,53.05,54,53.34,53.27,443348,0.5,0.989,"Jul 28, 16",0.424134
2016-07-29,55.09,52.84,55.9,52.53,483297,55.08,52.95,56.7,51.63,482305,2.37,4.6465,"Jul 29, 16",0.483254
2016-08-01,55.97,55.46,55.1,53.09,385585,55.92,55.93,56.4,52.53,385621,-0.72,-1.3379,"Aug 1, 16",0.476005
2016-08-02,55.47,53.93,56.05,54.64,393066,53.99,56.13,55.16,53.38,394619,-0.64,-1.1883,"Aug 2, 16",0.4465
2016-08-03,51.84,54.59,54.87,50.51,954209,52.31,54.59,55.84,52.08,935834,-2.71,-5.155,"Aug 3, 16",0.386515
2016-08-04,57.7,55.51,59,55.52,1750629,56.9,57,62,55.1,1774086,6.26,12.1819,"Aug 4, 16",0.553828
2016-08-05,59.57,57.58,59.48,58.92,472177,58.13,57.99,60.96,56.53,470602,1.4,2.4368,"Aug 5, 16",0.57771
2016-08-08,58.1,56.69,58.36,56.97,412356,58.34,58.65,60.24,57.06,419632,-0.3,-0.5376,"Aug 8, 16",0.5823
2016-08-09,61.55,59.47,60.89,60.41,417922,60.76,58.82,59.26,59.18,417371,0.95,1.603,"Aug 9, 16",0.59621
2016-08-10,60.36,60.39,60.31,61.2,409340,60.13,60.14,60.76,59.97,416629,0.61,1.0681,"Aug 10, 16",0.628289
2016-08-11,59.78,60.24,62.84,60.55,348153,59.53,59.68,60.29,61.6,350754,-0.1,-0.177,"Aug 11, 16",0.633566
2016-08-12,59.02,60.22,60.1,60.82,155180,60.04,61.08,59.6,59.45,159496,-0.16,-0.2633,"Aug 12, 16",0.617993
2016-08-15,62.05,60,60.78,61.35,277014,61.03,61,60.33,60.58,268391,0.47,0.8158,"Aug 15, 16",0.629758
2016-08-16,58.48,60.43,60.61,57.65,444304,57.55,60.53,59.08,57.76,447981,-2.53,-4.1872,"Aug 16, 16",0.559686
2016-08-17,59.5,58.79,59.2,58.41,338926,57.95,59.07,58.8,57.15,342158,-0.05,-0.0904,"Aug 17, 16",0.564436
2016-08-18,58.78,58.13,57.33,54.37,390099,56.48,58.64,57.99,56.57,379873,-0.68,-1.1833,"Aug 18, 16",0.544121
2016-08-19,58.9,57.29,58.21,57.05,282075,57.5,57.68,59.55,57.42,286640,0.01,0.0184,"Aug 19, 16",0.529822
2016-08-22,58.01,58.28,58.82,55.98,294580,58.05,58.66,57.41,56.24,298188,-0.84,-1.5093,"Aug 22, 16",0.509867
2016-08-23,59.48,57.88,59.05,57.77,367445,57.77,58.09,59.65,57.07,365892,1.41,2.53,"Aug 23, 16",0.553635
2016-08-24,56.45,58,58,56.02,549399,56.5,59,59.78,55.93,538769,-1.08,-1.888,"Aug 24, 16",0.516374
2016-08-25,58.31,54.83,57.28,55.78,204153,56.12,55.83,57.98,54.76,208848,-0.05,-0.0941,"Aug 25, 16",0.536561
2016-08-26,59.42,56.61,59.16,58.32,267008,57.59,57.6,57.24,57.6,273496,1,1.8091,"Aug 26, 16",0.564982
2016-08-29,59.1,59.42,58.98,58.55,235557,58,58.42,58.9,57.91,231850,-0.5,-0.854,"Aug 29, 16",0.546252
2016-08-30,57.98,56.9,58.96,57.33,726173,56.67,57.7,59.76,58.49,724929,-0.29,-0.5064,"Aug 30, 16",0.537631
2016-08-31,56.53,57.37,56.57,55.45,361981,58.44,57.42,57.93,54.72,356551,-0.29,-0.5078,"Aug 31, 16",0.529147
2016-09-01,57.96,57.3,57.05,56.03,185317,58.39,55.9,59.02,57.49,186489,0.4,0.7204,"Sep 1, 16",0.539362
2016-09-02,57.91,57.22,58.35,56.32,254789,57.76,58.98,59.37,58.9,257119,0.91,1.5864,"Sep 2, 16",0.558314
2016-09-06,57.54,60,60.02,58.92,468233,57.57,59,59.92,57.4,455909,0.46,0.8043,"Sep 6, 16",0.5842
2016-09-07,59.58,59.05,59.48,59.14,304829,57.68,60.38,59.91,59.77,298957,0.14,0.2451,"Sep 7, 16",0.564789
2016-09-08,56.58,58.68,59.17,58.48,244598,59.03,58.57,57.7,57.13,247971,-1.32,-2.2506,"Sep 8, 16",0.549373
2016-09-09,55.48,58.3,58.63,55.28,404661,56.27,55.85,58.44,56,405327,-2.58,-4.7424,"Sep 9, 16",0.471544
2016-09-12,55.79,55.62,56.69,55.33,286592,57.24,55.13,57.43,54.8,291641,1.5,2.7609,"Sep 12, 16",0.502945
2016-09-13,55.58,57.8,57.79,53.97,467729,54.06,56.9,58.09,53.06,480206,-1.91,-3.426,"Sep 13, 16",0.457537
2016-09-14,56.5,55.66,55.86,55.64,482349,56,53.8,56.86,55.38,478077,1.14,2.163,"Sep 14, 16",0.485104
2016-09-15,57.36,55.4,56.91,54.4,336147,55.95,56.98,55.46,55.8,322566,0.66,1.2094,"Sep 15, 16",0.518213
2016-09-16,57.48,56.17,57.15,55.6,1097981,56.33,57.66,57.33,54.7,1080376,0.77,1.3664,"Sep 16, 16",0.526236
2016-09-19,56.01,57,56.89,56.5,182834,56.95,56.12,59.26,55.15,190621,-1.07,-1.9496,"Sep 19, 16",0.502906
2016-09-20,57.73,56.24,56.64,56.33,204600,56.99,55.15,56.66,56.65,206279,0.67,1.2346,"Sep 20, 16",0.506818
2016-09-21,57.96,58.51,59.95,58.3,227814,58.11,57.58,59.81,55.8,228065,2.07,3.7655,"Sep 21, 16",0.578127
2016-09-22,59.5,58.66,59.34,59.81,399199,60.63,60.63,59.16,57.65,400028,1.49,2.6305,"Sep 22, 16",0.614138
2016-09-23,56.82,61.07,61.01,57.55,277755,57.13,60.67,59.46,57.34,275708,-2.29,-3.818,"Sep 23, 16",0.540118
2016-09-26,56.19,57.52,57.5,55.64,424651,56.39,57.91,57.5,55.79,417980,-1.56,-2.665,"Sep 26, 16",0.513018
2016-09-27,57.97,58.03,58.27,55.4,408047,56.34,55.66,56.05,56.9,405740,0.01,0.019,"Sep 27, 16",0.520599
2016-09-28,58.27,55.66,57.61,57.73,173922,57.08,57.09,58.59,56.33,171316,1.64,3.0051,"Sep 28, 16",0.549122
2016-09-29,57.74,59.27,59.3,57.91,149069,58.96,58.51,57.1,57.82,144828,-0.54,-0.9806,"Sep 29, 16",0.537879
2016-09-30,58.59,59.5,60.41,58.29,200724,60.32,59.02,59.3,58.66,198963,1.25,2.2728,"Sep 30, 16",0.56908
2016-10-03,58.2,59,60.3,57.56,146914,58.6,58,59.6,58.21,141196,-0.02,-0.0351,"Oct 3, 16",0.562252
2016-10-04,58.02,57.76,59,59.12,185909,59.33,58.05,59,57.96,185302,-0.05,-0.09,"Oct 4, 16",0.58114
2016-10-05,59.75,59.6,59.64,57.9,210043,59.75,58.4,59.08,57.9,214273,0.7,1.2689,"Oct 5, 16",0.596411
2016-10-06,59,60.13,62,58,450041,60,59.87,62,59,439618,-0.26,-0.4426,"Oct 6, 16",0.59416
2016-10-07,59.7,61,59.31,58.79,199787,60.22,60,59.7,57.31,199330,-0.47,-0.8008,"Oct 7, 16",0.56729
2016-10-10,58.42,58.8,61.49,60,194731,58.46,59,61.29,59,193718,0.5,0.904,"Oct 10, 16",0.601903
2016-10-11,56.3,59.2,57.83,58,126040,56.55,58.5,59.19,55.8,124518,-2.4,-4.2004,"Oct 11, 16",0.51795
2016-10-12,55.4,55.9,56.96,57.27,163699,56.3,55.6,57.58,56.44,164566,-0.89,-1.573,"Oct 12, 16",0.487932
2016-10-13,54.71,55.42,55.4,54,211870,54.58,56.72,57.2,54,221147,-1.19,-2.1251,"Oct 13, 16",0.474128
2016-10-14,54.54,54.48,55.5,53.3,243230,54.71,55.46,55.9,54.2,237293,-0.4,-0.7783,"Oct 14, 16",0.451137
2016-10-17,53.5,55.1,53.94,53.22,239076,53.3,55.8,53.89,53.61,238922,-1.78,-3.3893,"Oct 17, 16",0.4001
2016-10-18,53,53.5,53.21,53.94,332307,54,53.1,53.57,53.8,335575,0.5,0.9936,"Oct 18, 16",0.428056
2016-10-19,55.03,53.4,55.22,54.2,192548,53.88,55.39,55.8,53.2,189067,0.88,1.6932,"Oct 19, 16",0.451603
2016-10-20,54.14,55.16,54.9,52.5,183072,54.85,52.99,53.5,54.9,190304,-0.3,-0.5686,"Oct 20, 16",0.431727
2016-10-21,53.46,53,54.94,52.27,228133,54.53,53,53.54,53.21,222876,0.2,0.3855,"Oct 21, 16",0.434819
2016-10-24,54.88,53.8,54.2,54,156188,55.91,54.9,54.6,55,161541,0.7,1.38,"Oct 24, 16",0.458994
2016-10-25,54.42,53.5,53.9,52.83,321289,53.57,55.8,53.6,52.6,319503,-0.7,-1.3302,"Oct 25, 16",0.44616
2016-10-26,52.7,54.7,55.3,54.03,208109,53.8,52.6,54.8,52.36,200399,-0.89,-1.6658,"Oct 26, 16",0.420627
2016-10-27,53.6,54.2,55.3,52.2,343835,53.5,52.9,55.38,53.8,342890,0.4,0.7848,"Oct 27, 16",0.426406
2016-10-28,53.05,53.25,54.61,52.37,287116,53.83,54.5,54.52,53.54,283366,0.05,0.0996,"Oct 28, 16",0.428
2016-10-31,53.66,53.88,55.45,53.88,447912,54.45,54.63,56.31,54.02,451598,0.1,0.194,"Oct 31, 16",0.427582
2016-11-01,54,55.02,55,51.4,372036,52.2,53.1,53.1,51,385611,-0.87,-1.6972,"Nov 1, 16",0.409559
2016-11-02,50.3,51.1,55.7,49.74,706231,50.9,51.5,53.4,48.75,725570,-2.8,-5.2642,"Nov 2, 16",0.334968
2016-11-03,49.95,57.2,55,51.89,1291541,50.01,57.2,56.5,51.27,1299454,1.06,2.2324,"Nov 3, 16",0.35524
2016-11-04,51.4,51,52.4,51.4,786826,52.1,51.7,52.2,50.8,798684,0.97,1.9461,"Nov 4, 16",0.399541
2016-11-07,56.58,53.66,57.2,53.73,695089,55.58,53.6,57.3,52,708410,3.72,6.9934,"Nov 7, 16",0.47941
2016-11-08,57.2,56.3,57.54,55.4,271364,55.7,56.2,57,53.61,279013,0.15,0.2835,"Nov 8, 16",0.485571
2016-11-09,57.04,55.79,58.29,54.2,452535,57.45,56.03,58.44,55.5,455344,2.24,3.9456,"Nov 9, 16",0.542373
2016-11-10,58.13,59.71,58,58.22,655873,58.27,59.57,60,57.29,663683,0.8,1.4709,"Nov 10, 16",0.58886
2016-11-11,58.44,59.5,59,59.44,410820,58.32,60.2,58,58.95,413018,0.3,0.5342,"Nov 11, 16",0.573373
2016-11-14,59,58.9,60.88,56.9,267548,58,58.8,60.83,58.3,267850,-1.9,-3.339,"Nov 14, 16",0.52625
2016-11-15,57.2,56.07,59.06,56.97,181981,56.4,56.11,59.39,55.33,189657,0.3,0.5561,"Nov 15, 16",0.541545
2016-11-16,58,57.18,59.74,58.14,324480,59.8,56.46,58.55,57.2,332368,1.3,2.3432,"Nov 16, 16",0.564502
2016-11-17,58.94,58.4,60.7,59.66,313558,59.55,59.3,59.45,58.61,301319,-0.05,-0.0878,"Nov 17, 16",0.56482
2016-11-18,59.5,60.27,60.67,57.88,354226,58.2,58.7,61.1,58.21,339892,-0.25,-0.4372,"Nov 18, 16",0.570623
2016-11-21,58.99,58.47,59,57.12,200343,59.39,60.45,61,57.43,200053,-0.05,-0.0911,"Nov 21, 16",0.566363
2016-11-22,59.37,57.9,59.5,57.8,175036,58.67,58.4,60.1,56.8,176386,0.2,0.3572,"Nov 22, 16",0.57137
2016-11-23,60.4,57.8,60.4,57.29,195000,60.6,58.2,59.7,57.14,189830,0.26,0.4471,"Nov 23, 16",0.579004
2016-11-25,59.67,57.6,61,60,110526,58.94,57.9,58,57,110578,0.05,0.0868,"Nov 25, 16",0.587046
2016-11-28,59.5,59.9,62.1,60,391198,60.6,60.2,61,60,401274,0.65,1.1376,"Nov 28, 16",0.610206
2016-11-29,57.22,58.4,60.3,57.77,256800,58.33,60,60.2,56.7,246504,-1.7,-2.9198,"Nov 29, 16",0.553156
2016-11-30,57.4,59,58.5,57.77,342816,58.5,59.1,58.3,56.46,344375,-0.67,-1.1805,"Nov 30, 16",0.539581
2016-12-01,54.89,58,56.9,54.7,703399,54.78,57,56.4,53.2,714903,-3.41,-6.1489,"Dec 1, 16",0.441103
2016-12-02,54.1,53.33,54.54,50,819942,51.9,52.55,55,50,835717,-0.95,-1.8221,"Dec 2, 16",0.423494
2016-12-05,51.98,53,53.9,51.46,443833,53.42,53,53.2,52.43,427044,0.05,0.0967,"Dec 5, 16",0.409909
2016-12-06,52.5,52.06,54,51.25,596707,53.2,52.78,52,50.54,607247,0.05,0.0997,"Dec 6, 16",0.422723
2016-12-07,54.17,52.2,53.32,51.54,265534,53.45,52.6,52.81,51.85,267112,-0.26,-0.4963,"Dec 7, 16",0.419953
2016-12-08,53.2,53.2,52.16,51.03,274068,54.2,52.1,53.97,52.87,270520,0.26,0.499,"Dec 8, 16",0.422611
2016-12-09,50.42,54.1,54.64,50.49,682040,50.68,54.4,52.62,51.57,701403,-2.11,-4.1156,"Dec 9, 16",0.352267
2016-12-12,49.48,50.63,51.31,48.21,334425,49.71,51.27,51.95,48.16,328289,-0.9,-1.8515,"Dec 12, 16",0.332037
2016-12-13,51.13,50.99,50.86,51.3,271731,50.47,50.82,52.4,49.4,278831,0.7,1.45,"Dec 13, 16",0.35192
2016-12-14,49,51.7,50.2,49.8,412727,50.7,51.6,51.12,49.3,403056,-0.99,-1.9815,"Dec 14, 16",0.335673
2016-12-15,47.86,50.6,50.64,46.2,1051495,45.96,49.3,49.19,47.61,1035007,-2.83,-5.7292,"Dec 15, 16",0.256632
2016-12-16,47.8,47.88,49.4,46,1059031,47.7,46.87,49.2,45.4,1039072,1.46,3.3064,"Dec 16, 16",0.288093
2016-12-19,49,49.23,52.5,48.7,638310,49,50.77,52.8,49.1,650466,0.6,1.2953,"Dec 19, 16",0.310862
2016-12-20,49.06,50.55,48.7,49,394048,48.01,49.73,49.4,49,406101,-0.05,-0.1049,"Dec 20, 16",0.309302
2016-12-21,49.4,50,48.07,47.7,411516,47.6,49,50.26,48.4,409834,-0.65,-1.3565,"Dec 21, 16",0.288409
2016-12-22,48.91,47.24,49.97,48.04,423978,48.49,48.23,48.12,48.33,430666,0.16,0.3299,"Dec 22, 16",0.294331
2016-12-23,47,47.7,48.15,47.28,257719,46.8,48.5,48.42,45.89,257028,-1.57,-3.416,"Dec 23, 16",0.245046
2016-12-27,49.2,46.1,48.6,45.9,253247,48.3,46.33,49.1,45.7,255855,1.3,2.9371,"Dec 27, 16",0.283953
2016-12-28,47.24,49.43,48.7,48,240797,46.41,47.28,49.3,47.4,241941,-1.07,-2.2402,"Dec 28, 16",0.264122
2016-12-29,48.1,46.8,47.34,47.74,352691,48.1,47.9,48.47,48.06,352645,0.46,0.9857,"Dec 29, 16",0.2649
2016-12-30,48,48.59,48.63,47.67,509020,48,48.35,49.43,46.81,494745,0.4,0.8875,"Dec 30, 16",0.283675
2017-01-03,48.69,49.6,49.08,47.7,375469,49.64,49.4,48.89,47.1,378645,0.87,1.8543,"Jan 3, 17",0.304305
2017-01-04,51.1,48.5,51.3,49.8,422400,49.9,48.09,49.9,48.3,421472,1.92,3.926,"Jan 4, 17",0.355762
2017-01-05,53.31,51.22,52.2,50.37,537866,53.31,51.01,53.9,50.53,521742,1.71,3.4615,"Jan 5, 17",0.397694
2017-01-06,54.3,53.61,53.38,52.13,513454,54.5,53.45,55.69,51.8,526348,1.26,2.4358,"Jan 6, 17",0.429266
2017-01-09,54,52.75,54.37,54.27,252885,54,53.26,54.64,53.51,254131,-0.6,-1.173,"Jan 9, 17",0.418686
2017-01-10,52.81,53.74,53.8,52.96,201605,53.06,52.05,53,53.61,204766,-0.05,-0.0981,"Jan 10, 17",0.428622
2017-01-11,54.93,52.83,55.6,52.62,226363,53.75,53.82,55.2,54.39,228580,0.7,1.3804,"Jan 11, 17",0.43815
2017-01-12,53.27,53.45,54.7,53.2,358201,52.64,53.61,52.4,51,348552,-1.3,-2.5054,"Jan 12, 17",0.410739
2017-01-13,54,53.07,53.2,51.43,253496,52.4,52.26,53.5,50.99,251667,0.26,0.495,"Jan 13, 17",0.416222
2017-01-17,52.7,52.08,51.8,50.59,236385,52.56,53.19,53.7,52.75,228988,-0.56,-1.1043,"Jan 17, 17",0.38501
2017-01-18,52.85,52.6,51.4,49.79,415611,52.32,51.7,51.4,51.64,419987,-0.6,-1.2225,"Jan 18, 17",0.37924
2017-01-19,50.6,52.76,53.3,51,222097,50.8,51.64,52.7,52,220384,-0.36,-0.6964,"Jan 19, 17",0.364837
2017-01-20,52.21,52.9,53.15,51.5,322180,51.11,51.9,52.41,51.9,322261,0.16,0.3037,"Jan 20, 17",0.365394
2017-01-23,50.4,50.54,51.62,51.1,192680,51.5,51.41,52.08,50.9,193108,-0.05,-0.0997,"Jan 23, 17",0.378507
2017-01-24,52.26,52.02,51.78,51.07,250763,51.04,52.42,53.15,49.99,250372,0.05,0.104,"Jan 24, 17",0.37064
2017-01-25,54.4,51.6,55.3,53.4,511052,54.9,52.4,54.9,52.6,488695,3.21,6.5522,"Jan 25, 17",0.457858
2017-01-26,53.53,53.69,54.7,52.5,238031,54.07,54.01,54.8,53.7,238289,-1.46,-2.84,"Jan 26, 17",0.409595
2017-01-27,52.61,53.99,54.7,51.46,213114,51.8,54.45,53,52.19,213073,-0.4,-0.77,"Jan 27, 17",0.412992
2017-01-30,52,52.34,52.2,50.5,316579,52,51.67,52.9,51.6,319264,-1.58,-3.0252,"Jan 30, 17",0.373181
2017-01-31,53.5,51.32,52.73,49.5,303300,51.7,51.07,53.56,51.4,302872,1.3,2.7,"Jan 31, 17",0.398287
2017-02-01,54.8,54,53.4,52.8,515606,53.3,52,54.9,53,508789,1.5,2.997,"Feb 1, 17",0.442467
2017-02-02,55.5,54.7,55.1,52.8,353813,54.5,53.9,55.2,53.4,352180,0.8,1.5552,"Feb 2, 17",0.458903
2017-02-03,55.2,56,55.49,53.77,381669,56.6,55.7,56.23,54.2,367312,0.6,1.1545,"Feb 3, 17",0.47609
2017-02-06,55.1,55.5,56.38,55.8,219975,54.4,54,56.86,56.1,217969,0,0,"Feb 6, 17",0.48209
2017-02-07,56.8,55.06,56.5,55.4,150986,56.01,57.14,55.8,54.8,147493,0.15,0.2831,"Feb 7, 17",0.482003
2017-02-08,54.97,56.45,58,54.2,231064,56.53,55.36,56,54,234923,0.6,1.153,"Feb 8, 17",0.504745
2017-02-09,57.66,57.5,59,57.54,563653,59.74,57.63,60,56.31,561953,2.7,4.8249,"Feb 9, 17",0.57785
2017-02-10,61.35,59.31,60.55,57.72,810069,61.47,59.63,59.83,58.5,814406,1,1.7543,"Feb 10, 17",0.590655
2017-02-13,59.3,60.77,60.2,58.3,570646,59.6,61.11,60.9,58.5,577190,-1.18,-2.0244,"Feb 13, 17",0.571574
2017-02-14,58,58.9,60.35,58,657529,59.7,58.4,57.81,58,679500,0,0,"Feb 14, 17",0.561399
2017-02-15,60.31,57.9,60.4,56.8,909812,60.81,58,59,57.7,914317,1.38,2.466,"Feb 15, 17",0.613209
2017-02-16,62.6,58.8,62.3,59.4,666324,60,58.6,63.5,58.7,648066,0.98,1.619,"Feb 16, 17",0.633674
2017-02-17,62,61,62.53,58.94,700254,61,60,60.91,58.61,699497,0.3,0.5269,"Feb 17, 17",0.642262
2017-02-21,62.5,63,62.6,61.2,465483,62.8,63,64.87,62.5,455785,1.8,3,"Feb 21, 17",0.69477
2017-02-22,63.76,62.81,62.34,62.8,296225,63.09,63.65,63.06,62,297180,0.05,0.0836,"Feb 22, 17",0.687076
2017-02-23,63.51,61.99,64.2,63.66,532705,62.19,62.09,63.3,62.69,534302,-0.1,-0.1683,"Feb 23, 17",0.678895
2017-02-24,63.1,62.43,61.62,61.2,429649,61.3,60.94,62.94,61.5,432009,-1.06,-1.7721,"Feb 24, 17",0.647804
2017-02-27,62.47,61.5,63.9,60,382425,63.57,62.1,61.55,61,378599,0.26,0.4222,"Feb 27, 17",0.668472
2017-02-28,61.1,63.1,62.9,61.6,427243,61.3,61.2,61.4,59.6,428076,-1.51,-2.39,"Feb 28, 17",0.636969
2017-03-01,62.73,62.1,63.91,61.2,437229,61.7,63,62.8,62.5,456267,1.17,1.9663,"Mar 1, 17",0.661524
2017-03-02,60.7,62.7,61.53,58.3,331360,59.9,62,61.31,59.9,329428,-2.36,-3.9089,"Mar 2, 17",0.59867
2017-03-03,60.1,61.1,59.95,58.58,326987,60,58.3,58.51,59.03,322179,-0.2,-0.3543,"Mar 3, 17",0.585775
2017-03-06,60.1,58.7,58.7,58.8,229173,57.4,57.6,58.1,57.1,229552,-0.7,-1.2359,"Mar 6, 17",0.581971
2017-03-07,59.4,58.7,60.07,58.2,183797,57.8,60,60.14,58.9,183293,0.1,0.1767,"Mar 7, 17",0.567601
2017-03-08,57.23,60.2,59.8,57,181890,57.13,58.9,58.3,58.63,181714,-0.56,-0.9573,"Mar 8, 17",0.559387
2017-03-09,59.1,57,60.3,59,214801,59,57,60.5,58,214154,0.99,1.7175,"Mar 9, 17",0.573045
2017-03-10,61.4,61.09,61.9,59.35,258507,60.4,60.37,61.3,58.37,268451,1.2,2.1559,"Mar 10, 17",0.630572
2017-03-13,65.05,60.4,66.25,62,984592,65.52,60.7,66.06,60.1,1011380,4.41,7.4909,"Mar 13, 17",0.722446
2017-03-14,63.6,63.87,65.93,62.7,412039,65.57,63.36,65.19,64.8,413206,0.1,0.1602,"Mar 14, 17",0.756771
2017-03-15,67,64.29,67.9,66.2,475414,68.4,64.25,67.6,65.4,494841,1.87,3.0586,"Mar 15, 17",0.793784
2017-03-16,66.67,67.1,66.8,66.09,505279,66.43,67,66.6,65.34,498834,0.05,0.0768,"Mar 16, 17",0.808501
2017-03-17,66.9,67.38,68.15,67.35,1355780,67.4,67.86,68.46,65.88,1349368,-0.65,-1.0098,"Mar 17, 17",0.778095
2017-03-20,66,67.7,66,65.31,491404,65.6,67.11,65.1,64.48,497440,-0.4,-0.6354,"Mar 20, 17",0.778165
2017-03-21,62.97,63,66.53,62.1,456920,63.6,65,66.89,62.8,440891,-2.84,-4.4438,"Mar 21, 17",0.680148
2017-03-22,59.7,61.6,63.71,60.2,664854,60.7,62.17,61.57,61.1,678837,-2.09,-3.3891,"Mar 22, 17",0.626962
2017-03-23,60.5,61.39,61.3,62.21,259694,61.2,61.17,63.3,61.55,249345,0.7,1.2188,"Mar 23, 17",0.653595
2017-03-24,63.05,62.52,63.4,60.7,159731,62.22,60.93,63.39,62.3,160235,0.37,0.6053,"Mar 24, 17",0.66067
2017-03-27,61.18,60.32,61.2,60.51,405781,60.93,61.82,61.2,58.96,424683,-0.4,-0.6903,"Mar 27, 17",0.635642
2017-03-28,62,61.4,63.1,60.19,498645,61.1,61.5,60.9,60.19,509150,-0.86,-1.4525,"Mar 28, 17",0.622398
2017-03-29,59.44,62.1,60.93,60.5,487096,59.45,62,61.68,58.6,474616,-1.17,-1.9926,"Mar 29, 17",0.597736
2017-03-30,59.4,59,59.6,57.55,637403,59.2,61,60.9,58.83,663387,0.05,0.088,"Mar 30, 17",0.580978
2017-03-31,62.2,62.6,64.2,61.5,605927,63.07,61.4,62.36,61.9,610039,2.41,4.1181,"Mar 31, 17",0.645754
2017-04-03,62.14,60.7,63,62.55,365105,61.5,63.22,62.1,61.46,372769,0.8,1.3754,"Apr 3, 17",0.675186
2017-04-04,61.8,63.7,64.26,61.3,327622,60.3,62.9,64.88,60.4,333339,-1.09,-1.791,"Apr 4, 17",0.644048
2017-04-05,60.9,62.95,61.7,62.1,382171,60.99,62.1,62.6,63,383271,0.05,0.0842,"Apr 5, 17",0.646897
2017-04-06,61.5,63.26,60.82,59.84,300429,63.1,62.89,63.19,58.6,302166,-0.15,-0.2565,"Apr 6, 17",0.660588
2017-04-07,62.2,63,61.18,61.16,302970,62.2,63,60.3,59.33,313201,-0.6,-1.0431,"Apr 7, 17",0.64067
2017-04-10,62,61.2,61.9,61.6,265897,61,61.5,61.4,60.3,261663,0.4,0.6797,"Apr 10, 17",0.646371
2017-04-11,60,62.1,63,59.13,177050,61,61.8,62,61.13,182182,0,0,"Apr 11, 17",0.642884
2017-04-12,60.2,60.78,62.9,60.1,182283,62.4,62.48,63.19,62.1,183176,-0.5,-0.8568,"Apr 12, 17",0.643629
2017-04-13,61.5,60,64.1,62.02,343370,62.1,61.33,64.7,61.11,345034,1.6,2.7407,"Apr 13, 17",0.677746
2017-04-17,64.63,63.62,62.78,63.8,180630,63.01,64.25,64.88,62.4,176452,0.89,1.4291,"Apr 17, 17",0.680261
